"","Date","Time","Location","Operator","Flight #","Route","Type","Registration","Aboard","Fatalities","Ground","Summary","Manufacturer","SurvivorToFatalitiesRatio","DeathRatePercentage"
"4112","07/24/1992","16:30","Indonesia","Mandala Airlines","Unknown Flight #","Jakarta - Surabaya - Ujung Pandang - Ambon","Vickers Viscount 816","PK-RVU",70.00,70.00,0.00,"Crashed into Mt. Lataboy at 2,800 ft. during an approach to Ambon in a severe rainstorm.","Vickers",1.00,100
"4113","07/24/1992","Unknown time","Macedonia","Volga-Dnepr Airlines","Unknown Flight #","Unknown Route","Antonov 12BK","CCCP-11342",8.00,8.00,0.00,"On approach, the cargo plane went off course while trying to circumnavigate a thunderstorm and impacted a mountain.","Antonov",1.00,100
"4114","07/27/1992","16:15","Mexico","Aero Eslava","Unknown Flight #","Puebla - Mexico City","Vickers 798D Viscount","XA-SCM",4.00,4.00,0.00,"Flew into a mountain in poor weather on a positioning flight.","Vickers",1.00,100
"4115","07/28/1992","Unknown time","Brazil","Crasa - Air Taxi","Unknown Flight #","Curitiba, PR - Rio de Janeiro","Learjet 25C","PT-LHU",6.00,6.00,0.00,"While en route, the aircraft went into a steep dive and crashed to the ground.","Learjet",1.00,100
"4116","07/29/1992","08:30","Puerto Rico","Air Taxi - Western Helicopter Inc.","Unknown Flight #","Arecibo, PR - Ponce, PR","Bell 47J-2","N8476E",4.00,4.00,0.00,"After a loud bang, the helilcopter crashed on top of a hill. The failure of the pilot-in-command to maintain adequate rotor rpm during a precautionary landing following the loss of engine oil. In addition, the pilot failed to insure that the engine contained adequate oil, and that the oil dip stick was secure prior to takeoff.","Bell",1.00,100
"4117","09/28/1992","14:30","Nepal","Pakistan International Airlines","268","Karachi - Kathmandu","Airbus A300B4-203","AP-BCP",167.00,167.00,0.00,"The plane hit cloud covered high ground while attempting to land, 9 nm short of the runway at Bhattedanda hill. The pilot began the descent too early and had miscalculated the aircraft's altitude. Failure of the crew to follow prescribed procedures.","Airbus",1.00,100
"4118","07/30/1992","17:41","New York","Trans World Airlines","843","New York City - San Francisco","Lockheed L-1011","N11002",292.00,0.00,0.00,"Immediately after liftoff, the stick shaker activated. The takeoff was aborted but the aircraft ran off the runway and caught fire. A defective stall warning system. A design flaw that allowed the defective stall warning system to go undetected. Failure of TWA's maintenance program to correct a repetitive malfunction of the stall warning system, and inadequate crew coordination between the captain and first officer that resulted in their inappropriate response to a false stall warning.","Lockheed",0.00,0
"4119","07/31/1992","12:45","Nepal","Thai Airways","311","Bangkok - Kathmandu","Airbus A310-304","HS-TID",113.00,113.00,0.00,"After experiencing difficulty in deploying the flaps while approaching Katmandu, the landing was aborted.  The ATC did not have radar service. After some confusing exchanges between the tower and the aircraft, the crew headed north instead of south to begin its second approach. The aircraft flew into a near vertical mountain wall at 240 knots. In the final seconds, the captain assessed the Ground Proximity Warning System warning as false. The accident was caused by a combination of occurrences, errors and actions by both the crew and ATC. The initial problem with the flaps, the lack of radar service, a misread chart by the crew, communication difficulties and the use of non-standard phraseology among other items led to the accident.","Airbus",1.00,100
"4120","07/31/1992","15:12","China","China General Aviation Corporation","7552","Nanjing - Xiamen","Yakovlev YAK-42D","B-2755",126.00,108.00,0.00,"The aircraft failed to gain altitude after lift-off, touched down again and overran the runway bursting into flames 2,000 feet past the runway. Possible engine failure.","Yakovlev",0.86,86
"4121","08/21/1992","Unknown time","Bolivia","Servicios Aereos Santa Ana","Unknown Flight #","La Paz - Santa Ana de Yacuma","Convair CV-440-80","CP-1961",10.00,10.00,0.00,"Crashed into a lake in the Chacaltaya mountains during poor weather conditions.","Convair",1.00,100
"4122","08/25/1992","05:15","Arizona","Lone Star Airlines","Unknown Flight #","Test","Swearingen SA-227AC Metro III","N342AE",3.00,3.00,0.00,"The aircraft was on a test flight after replacement of all primary flight control cables. The aircraft took off, rolled to the right and crashed. Inadequate maintenance and inspection by the operator's maintenance personnel, and the failure of the pilot-in-command to assure proper travel direction of the airplane's primary flight controls after being made aware of the nature of the maintenance performed.","Swearingen",1.00,100
"4123","08/27/1992","22:44","Russia","Aeroflot","2808","Donetsk - Ivanovo","Tupolev TU-134A","CCCP-65058",84.00,84.00,0.00,"The aircraft crashed 1.5 miles from the airport during approach. Poor landing coordination by the flight crew.","Tupolev",1.00,100
"4124","08/27/1992","10:20","Canada","NewCal Aviation","Unknown Flight #","Test","de Havilland Canada DHC-4T Caribou","N400NC",3.00,3.00,0.00,"The aircraft took off at too steep of an angle during a test flight, stalled, rolled to the right and crashed in a nose-down, right wing low attitude.","de",1.00,100
"4125","08/27/1992","Unknown time","El Salvador","Military - Salvadorian Air Force","Unknown Flight #","Unknown Route","Fairchild C123K","FAES121",14.00,12.00,0.00,"No information on how the accident occured","Fairchild",0.86,86
"4126","08/27/1992","Unknown time","Peru","Military - Peruvian Air Force - TANS","Unknown Flight #","Estrecho - Iquitos","de Havilland Canada DHC-6 Twin Otter 300","FAP304",41.00,8.00,0.00,"While en route, one of the aircraft's engines lost power. The pilot declared an emergency and attempted to carry out a forced landing but the aircraft struck trees and crashed.","de",0.20,20
"4127","08/31/1992","22:32","Angola","Professional Aviation Services","Unknown Flight #","Jamba - Pretoria","Douglas DC-3","ZS-DHX",17.00,3.00,0.00,"The plane was unable to maintain altitude after taking off, crashed into trees and caught fire.  The co-pilot became distracted while trying to operate an inconviently placed intercom switch and the aircraft to lose height and drift to the right.","Douglas",0.18,18
"4128","09/07/1992","12:40","Illinois","EXA Inc.","Unknown Flight #","Local Flight","Beechcraft C-45H","N3657G",12.00,12.00,0.00,"After taking off, the plane was seen trailing smoke from the left engine, after which the wing dropped and the plane crashed. Inadequate maintenance and inspection by the operator which resulted in power loss during a critical takeoff phase in flight.","Beechcraft",1.00,100
"4129","09/10/1992","Unknown time","Peru","Expresso A<e9>reo","Unknown Flight #","Tarapoto - Bellavista","Fokker F-27 Friendship 500","OB-1443",43.00,1.00,1.00,"While attempting to land the nose gear tire blew out causing the plane to veer off the runway, break in three and catch fire. The pilot died after he was trapped in the cockpit.","Fokker",0.02,2
"4130","09/12/1992","Unknown time","Russia","Kamchatavia","Unknown Flight #","Unknown Route","Mil Mi-8 (helicopter)","RA-22738",14.00,10.00,0.00,"While en route, the aircraft cashed into trees and burst into flames.","Mil",0.71,71
"4131","09/16/1992","11:00","Hawaii","Air Taxi - Hawaii Helicopters Inc.","Unknown Flight #","Sightseeing","Aerospatiale AS-350B","N350SM",7.00,7.00,0.00,"Struck a mountain. The pilot inadequately evaluating the en route weather conditions, and the pilot making the in-flight decision to continue VFR flight into adverse weather conditions. Factors in this accident were the inability of the pilot to see and avoid the mountainous terrain due to the thunderstorms.","Aerospatiale",1.00,100
"4132","09/18/1992","Unknown time","Netherlands Antilles","Aero Ejecutivos","Unknown Flight #","Curacao - Miami","Douglas C-118A","YV-502C",3.00,3.00,0.00,"The cargo plane crashed into the AtlantiOcean while en route.","Douglas",1.00,100
"4133","09/19/1992","Unknown time","Colombia","Avesca Colombia","Unknown Flight #","Villavicencio - Mitu","Curtiss C-46F-1-CU","HK-3468X",11.00,11.00,0.00,"Crashed short of the runway after attempting an emergency return to the airport after takeoff. Engine failure.","Curtiss",1.00,100
"4134","09/21/1992","Unknown time","Russia","Yakutavia","Unknown Flight #","Unknown Route","Mil Mi-8 (helicopter)","RA-22651",10.00,10.00,0.00,"Crashed into power lines at 40m during an approach to land.","Mil",1.00,100
"4135","09/26/1992","18:00","Nigeria","Military - Federal Nigerian Air Force","Unknown Flight #","Lagos - Kaduna","Lockheed C-130H","NAF911",158.00,158.00,0.00,"The aircraft attempted to ditch into a canal after two engines failed on takeoff. After a third engine failed, the aircraft crashed into a marsh. Fuel contamination.","Lockheed",1.00,100
"4136","10/04/1992","17:35","Netherlands","El Al","1862","Amsterdam - Tel Aviv","Boeing B-747-258F","4X-AXG",4.00,4.00,47.00,"Shortly after taking off from Schiphol Airport, while climbing through 6,500 feet, the No. 3 engine separated with its pylon from the aircraft and damaged the leading edge of the right wing. The No. 3 engine separated in such a way that the No. 4 engine and pylon also separated from the wing. During an attempted return to the airport, the aircraft crashed into a 11 story building in the Bijlmermeer residential district. The design and certification of the B-747 pylon was found to be inadequate to provide the required level of safety. The system to ensure structural integrity by inspection failed. The separation of the No. 3 engine was initiated by fatigue (corrosion) in the inboard midspar fuse pin. This led to loss of the No. 4 engine and pylon and damage to several systems which ultimately led to loss of control of the aircraft.","Boeing",1.00,100
"4137","10/07/1992","09:30","West Virginia","Miltiary - U.S. Airforce","Unknown Flight #","Training","Lockheed C-130E Hercules","63-7881",6.00,6.00,0.00,"Struck power lines and crashed.","Lockheed",1.00,100
"4138","10/08/1992","Unknown time","China","Wuhan Airlines","Unknown Flight #","Lanzhou - Xi'an","Avia 14M-40","B-4211",35.00,14.00,0.00,"Crashed 45 miles southeast of Lanzhou while attempting to return to the airport after experiencing engine failure.","Avia",0.40,40
"4139","10/09/1992","Unknown time","Somalia","Kiev Production Association","Unknown Flight #","Unknown Route","Antonov 32","CCCP-48088",13.00,1.00,0.00,"The cargo plane veered off the runway and crashed while attempting to land at night with just the headlights of several trucks.","Antonov",0.08,8
"4140","10/18/1992","Unknown time","Indonesia","Merpati Nusantara Airlines","Unknown Flight #","Semarang - Bandung","CASA 235-10","PK-MNN",31.00,31.00,0.00,"The aircraft was descending in heavy rain when it crashed into Mt. Papandayan.","CASA",1.00,100
"4141","10/19/1992","Unknown time","Russia","Syktyvkar Avia","Unknown Flight #","Unknown Route","Antonov AN-28","CCCP-28785",16.00,15.00,0.00,"Crashed on takeoff. The aircraft became airborne but then stalled and crashed. Engine failure.","Antonov",0.94,94
"4142","10/21/1992","Unknown time","Peru","Military - Peruvian Air Force","Unknown Flight #","Unknown Route","de Havilland Canada DHC-6 Twin Otter 300","FAP306",11.00,8.00,0.00,"The float-plane crashed into the lake after experiencing engine failure while en route.","de",0.73,73
"4143","10/29/1992","Unknown time","Russia","Aeroflot","Unknown Flight #","Petropavlovsk - Novosobrisk","Antonov AN-8","CCCP-69346",14.00,13.00,0.00,"Crashed 1,600m short of the runway threshold while attempting to land at Chita.","Antonov",0.93,93
"4144","10/31/1992","08:15","Colorado","Air Taxi - Alpine Aviation","Unknown Flight #","Unknown Route","Piper PA-42","N250TJ",3.00,3.00,0.00,"Deviated off course after takeoff and struck a mesa. Improper IFR procedure and resultant disorientation which resulted in a collision with terrain.","Piper",1.00,100
"4145","11/08/1992","18:20","Alaska","Air Taxi - Baker Aviation Inc.","Unknown Flight #","Kiana, AK - Selawik, AK","Cessna 402C","N67941",3.00,3.00,0.00,"Crashed into Shelly Mountain. The pilot in command's attempt to fly VFR into IMC conditions. Factors were snow, whiteout conditions, and mountainous terrain.","Cessna",1.00,100
"4146","11/11/1992","Unknown time","Russia","Military - Russian Air Force","Unknown Flight #","Migalovo AB - Yerevan","Antonov AN-22A","CCCP-09303",33.00,33.00,0.00,"After climbing to a height of 800 ft. the plane dove into the ground. Improper loading and overloaded.","Antonov",1.00,100
"4147","11/11/1992","Unknown time","India","Military - Indian Air Force","Unknown Flight #","Unknown Route","Mil Mi-8 (helicopter)","Unknown Registration",20.00,20.00,0.00,"The rotor blades hit an oil rig in the Arabian Sea.","Mil",1.00,100
"4148","11/14/1992","07:10","Vietnam","Vietnam Airlines","474","Ho Chi Minh City - Nha Trang","Yakovlev YAK-40","VN-A449",31.00,30.00,0.00,"Crashed into a hilly area while landing during a severe rainstorm.  Failure to supply an adequate weather report or interpret the report correctly. Failure to appreciate the severity of the weather encountered on route and to take appropriate evasive action. Failure to provide adequate airfield approach aids to support the all weather operations required.  Failure to maintain adequate terrain clearance.  Poor Air TraffiControl.","Yakovlev",0.97,97
"4149","11/15/1992","Unknown time","Dominican Republic","Aerocaribbean - Charter","Unknown Flight #","Santo Domingo - Porto Plata","Ilyushin IL-18D","CU-T1270",34.00,34.00,0.00,"Crashed into an 850 meter high peak while on approach to Puerto Plata.","Ilyushin",1.00,100
"4150","11/19/1992","15:20","Idaho","Air Taxi - Wilderness Aviation Inc.","Unknown Flight #","Selway Lodge, ID  Salmon, ID","Cessna T207A","N6257H",3.00,3.00,0.00,"The pilot of the Cessna 207, who was attempting to complete a VFR flight in mountainous, hilly terrain, flew into falling snow which reduced his visibility to approximately one half mile. When he realized that he was lost, he attempted to reverse course, but impacted the terrain while attempting to turn in the steep canyon. Continued VFR flight into IMC.","Cessna",1.00,100
"4151","11/24/1992","07:52","China","China Southern Airlines","3943","Guangzhou - Guilin","Boeing B-737-3Y0","B-2523",141.00,141.00,0.00,"The aircraft crashed into a 7,000 ft. mountain, 15 miles from the airport while on apporach. Malfunction of the thrust lever which caused a loss of control of the aircraft.","Boeing",1.00,100
"4152","11/30/1992","21:20","Montana","Military - U.S. Air Force / Military - U.S. Air Force","Unknown Flight #","Unknown Route","Lockheed C-141B / Lockheed C141B","650255/660142",13.00,13.00,0.00,"The two aircraft on a training mission and refueling collided in darkness at 25,000 ft. and crashed to the ground. Seven killed on 65-0255 and 6 on 66-0142","Lockheed",1.00,100
"4153","12/09/1992","Unknown time","Mexico","Aero Sudpacifico","Unknown Flight #","Uruapan - Guadalajara","Britten-Norman BN-2B-27 Islander","XA-RML",9.00,9.00,0.00,"Crashed in the Sierra Madre mountains shortly after taking off.","Britten",1.00,100
"4154","12/13/1992","Unknown time","Congo","Scibe Airlift Cargo Zaire","140","Unknown Route","Fokker F-27 Friendship 400M","9Q-CBH",37.00,37.00,0.00,"The aircraft flew into high ground at 8,800 ft. while positioning for an approach to Goma.The accident happened in darkness.","Fokker",1.00,100
"4155","12/21/1992","07:53","Portugal","Martinair Holland NV","495","Amsterdam - Faro","McDonnell Douglas DC-10-30CF","PH-MBN",340.00,56.00,0.00,"While attempting a second landing in high winds, during a storm, the aircraft's wing tip hit the runway resulting in the aircraft departing the runway and causing a fuel tank to explode. The high rate of descent in the final phase of the approach and the landing made on the right landing gear which exceeded the structural limitations of the aircraft.The crosswind, which exceeded the aircrafts limits and which occurred in the final phase of the approach and during landing. The combination of both factors caused stresses which exceeded the structural limitations of the aircraft.","McDonnell",0.16,16
"4156","12/22/1992","10:00","Libya","Libya Arab Airlines / Military -  Libya Air Force","1103","Benghazi - Tripoli","Boeing B-727-2L5 / MiG23UB","5A-DIA",157.00,157.00,0.00,"Midair collision with an Libyan Air Force fighter at 3,500 ft.","Boeing",1.00,100
"4157","01/03/1993","15:40","Utah","Air Taxi - South Coast Helicopters Inc.","Unknown Flight #","Unknown Route","Bell 206B3","N1078V",4.00,4.00,0.00,"The pilot was transporting personnel within a remote mountain valley in support of the commercial filming of celebrity skiers. The skiers had been filmed as they skied down a ridge, and were being flown back to the top of the ridge line. During the third go-around following three attempts to land on the ridge top landing site, the helicopter disappeared into a cloud bank and impacted the ridge at the 8,500-ft level. The pilot's continuation of VFR flight into instrument meteorological conditions, and his decision to continue his landing attempts under the adverse weather conditions.","Bell",1.00,100
"4158","01/06/1993","19:20","France","Lufthansa Cityline","5634","Bremen - Paris","de Havilland Canada DHC-8-301","D-BEAT",23.00,4.00,0.00,"While approaching Charles de Gaulle Airport,  a preceding Korean Air, Boeing 747 blew a tire on landing and the runway was closed. The crew had to use another runway but the aircraft entered a high sink rate and flew into the ground 5,500 feet short of the runway.","de",0.17,17
"4159","01/09/1993","Unknown time","Indonesia","Bouraq Indonesia Airlines","Unknown Flight #","Unknown Route","Hawker Siddeley HS-748-234","PK-IHE",44.00,17.00,0.00,"The No. 2 engine lost power on takeoff. The aircraft crashed into a swamp 800m beyond the end of the runway, broke up and caught fire.  Flaps were found to be retracted.  Right propeller did not autofeather and had to be feathered manually.","Hawker",0.39,39
"4160","01/13/1993","Unknown time","England","Titan Airways","Unknown Flight #","Southend - Glasgow","Embraer 110P1 Bandeirante","G-ZAPE",2.00,2.00,0.00,"The cargo plane struck a mountain while descending in fog and poor visibility.","Embraer",1.00,100
"4161","01/14/1993","08:30","Canada","Central Mountain Air Services","Unknown Flight #","Bronson - Wrangell","Douglas C-47A","C-FAAM",2.00,2.00,0.00,"After takeoff, the cargo plane, banked sharply went nose-down and crashed.","Douglas",1.00,100
"4162","01/27/1993","Unknown time","DemocratiRepubliCongo","Trans Service Airlift","Unknown Flight #","Unknown Route","Nord 262A-44","9Q-CJK",21.00,3.00,0.00,"While attempting to takeoff the cargo plane overran the runway and struck vehicles.","Nord",0.14,14
"4163","01/31/1993","Unknown time","Indonesia","Pan Malaysian Air Transport","Unknown Flight #","Medan - Banda Aceh - Jakarta","Shorts SC-7 Skyvan 3-100","9M-PID",16.00,16.00,0.00,"Crashed into Mt. Kapur 67nm from Medan in poor weather conditions with thunderstorms. The plane has not been found. Pilot was flying at 8,500 ft., below the published minimum safe altitude.","Shorts",1.00,100
"4164","02/08/1993","14:15","Iran","Iran Air Tours  /  Military - Iranian Air Force","Unknown Flight #","Tehran - Khoram","Tupolev TU-154M / Sukhoi Su-24","EP-ITD",133.00,133.00,0.00,"Midair collision with an Iranian Air Force fighter while taking off. One hundred thirty-one killed on the Tupolev and one killed on the Su-24.","Tupolev",1.00,100
"4165","02/10/1993","Unknown time","Afghanistan","Military - Afghan Republican Air Force","Unknown Flight #","Faisabad - Daraim","Mil Mi-8","Unknown Registration",30.00,30.00,0.00,"The helicopter crashed while en route. Overloaded and poorly maintained.","Mil",1.00,100
"4166","02/20/1993","Unknown time","Colombia","Cargo Three Panama","Unknown Flight #","Unknown Route","Convair CV-440","HP-1200CTH",2.00,2.00,0.00,"The cargo plane attempted to return to the airport after an engine caught fire but crashed in a field.","Convair",1.00,100
"4167","02/28/1993","Unknown time","Taiwan","Formosa Airlines","Unknown Flight #","Unknown Route","Dornier 228-201","B-12238",6.00,6.00,0.00,"The aircraft disappeared shortly before it was due to land and is believed to have crashed into the sea. Prior to the loss of contact, the flight had appeared to be proceeding normally. The accident occurred during daylight and in heavy rain.","Dornier",1.00,100
"4168","03/05/1993","11:12","Macedonia","Palair Macedonian","301","Skopje - Z<fc>rich","Fokker 100","PH-KXL",97.00,83.00,0.00,"The aircraft shuttered violently after takeoff,  rolled to the left, then right and crashed. Icing. Loss of roll controllability due to contamination on the wings with ice. Failure to de-ice the plane before taking off.","Fokker",0.86,86
"4169","03/14/1993","22:34","New Mexico","Air Taxi - Guinn Flying Service","Unknown Flight #","Albuquerque, NM - Oakland, CA","Beechcraft 58","N4320W",4.00,4.00,0.00,"The airplane was in cruise flight along an airway, with a minimum en route altitude of 13,300 feet, when it impacted terrain at an elevation of 10,600 feet. The pilot's inadequate preflight planning/preparation and the selection of an altitude that would not provide terrain clearance along his planned route. Factors were the dark night conditions and the mountainous terrain.","Beechcraft",1.00,100
"4170","03/19/1993","20:02","Norway","West Aviation","Unknown Flight #","Pucallpa - Dagali - Trujillo","Beech Super King Air 200","LN-TSA",10.00,3.00,0.00,"Crashed 5 km short and 1km to the right of Runway 26 in poor weather conditons","Beech",0.30,30
"4171","03/23/1993","13:35","Brazil","Oeste Linhas Aereas","Unknown Flight #","Cuiaba - Vihena - Rondonia","Embraer EMB-110 Bandeirante","PP-SBJ",6.00,6.00,0.00,"The aircraft crashed approximately 30 minutes after takeoff in rain.","Embraer",1.00,100
"4172","03/31/1993","12:25","Alaska","Japan Air Lines","46E","Unknown Route","Boeing B-747-466","N47EV",5.00,0.00,0.00,"The No.2 engine and pylon separated from the aircraft at 2,000 feet. The plane landed safely. The engine separation was due to an encounter with severe or possibly extreme turbulence and a fatigue crack.","Boeing",0.00,0
"4173","04/01/1993","21:28","Tennesee","Private","Unknown Flight #","Bristol, TN - Blountville, TN","Fairchild SA227-TT","N500AK",4.00,4.00,0.00,"The Hooters Restaurant private plane crashed 0.5 miles outside the Outer Marker while attempting to land at the Tri-Cities airport near Bristol, Tennessee. NASCAR Winston Cup Champion Alan Kulwicki, 38, killed. Failure of the pilot to follow procedures concerning use of the engine inlet anti-icing system while operating  in icing conditions, which resulted in ice ingestion and loss of engine power. Failure of the pilot to maintain airspeed while coping with the engine problem.","Fairchild",1.00,100
"4174","04/01/1993","16:15","Colorado","Air Taxi - Sea PacifiInc.","Unknown Flight #","Unknown Route","Aerospatiale SA316B","N3153R",4.00,3.00,0.00,"While in cruise flight at an altitude of 150 to 200 feet agl, the surviving passenger heard abnormal sounds from the helicopter which then began a descending right bank into trees. Examination of the helicopter disclosed fatigue failure of the lower mixing unit and a fatigue crack in the upper mixing unit on the flight control system.","Aerospatiale",0.75,75
"4175","04/02/1993","Unknown time","Venezuela","Linea Aeropostal Venezolana","Unknown Flight #","Test","McDonnell Douglas DC-9-15","YV-03C",11.00,11.00,0.00,"Crashed into the sea after departing Caracas on a test flight.","McDonnell",1.00,100
"4176","04/06/1993","01:10","Alaska","China Eastern Airlines","583","Shanghai - Los Angeles","McDonnell Douglas MD-11","B-2171",264.00,2.00,0.00,"The slats were inadvertently deployed while at FL 330. The aircraft progressed through several pitch oscillations and lost 5,000 feet in altitude. Inadequate design of the flap/slat actuation handle that allowed the handle to be easily and inadvertently dislodged from the UP/RET position, thereby causing extension of the leading edge slats during cruise flight.","McDonnell",0.01,1
"4177","04/19/1993","15:52","Iowa","Private","-","Cincinnati, OH - Pierre, SD","Mitsubishi MU-2B-60","N86SD",8.00,8.00,0.00,"While cruising at FL240, a fracture of the propeller hub resulted in the separation of a propeller blade and damage to the engine, nacelle, wing and fuselage causing significant degradation to aircraft performance. The aircraft was incapable of maintaining altitude and crashed into a silo while attempting to make an emergency landing. South Dakota Governor George Mickelson, 52, killed.","Mitsubishi",1.00,100
"4178","04/23/1993","Unknown time","Mongolia","MIAT - Mongolian Airlines","Unknown Flight #","Ulan Bator - Bayan Olgiy","Antonov AN-26B","BHMAY-14102",40.00,40.00,0.00,"Flew into hillside in poor weather conditions.","Antonov",1.00,100
"4179","04/26/1993","13:00","India","Indian Airlines","491","Aurangabad - Bombay","Boeing B-737-2A8","VT-ECQ",118.00,56.00,0.00,"During take off, the aircraft failed to climb and struck a vehicle on a publiroad just beyond the end of the runway. The aircraft was substantially damaged and the pilot elected to carry out a forced landing. During the attempted landing, the aircraft struck powerlines, crashed and burned.","Boeing",0.47,47
"4180","04/27/1993","Unknown time","Afghanistan","Military - Afghan Republican Air Force","Unknown Flight #","Kabul - Mazar-i- Sharif","Antonov AN-32","Unknown Registration",76.00,76.00,0.00,"Crashed into a hill in poor visibility, low clouds and fog.","Antonov",1.00,100
"4181","04/27/1993","23:00","Gambia","Military - Zambian Air Force","Unknown Flight #","Lusaka - Libreville - Dakar","de Havilland  Canada  DHC-5D Buffalo","AF-319",30.00,30.00,0.00,"Crashed into the sea after taking off from Libreville Airport. An engine fire led to loss of control of the aircraft.  All eighteen members of the Zambian national soccer team killed.","de",1.00,100
"4182","04/28/1993","23:50","Nebraska","GP Express Airlines","Unknown Flight #","Training","Beechcraft C99","N115GP",2.00,2.00,0.00,"The deliberate disregard for Federal Aviation Regulations, GP Express procedures, and prudent concern for safety by the two pilots in their decision to execute an aerobatimanoeuvre during a scheduled check ride flight, and the failure of GP Express management to establish and maintain a commitment to instill professionalism in their pilots consistent with the highest levels of safety necessary for an airline operating scheduled passenger service.","Beechcraft",1.00,100
"4183","05/11/1993","Unknown time","Fiji","Fiji Air","Unknown Flight #","Unknown Route","Britten-Norman BN-2A-6 Islander","DQ-FEO",2.00,2.00,0.00,"While landing, undershot the runway and struck a vehicle.","Britten",1.00,100
"4184","05/15/1993","Unknown time","Mexico","Carga del Caribe","Unknown Flight #","Unknown Route","Douglas DC-6BF","XA-SEA",5.00,3.00,0.00,"No information on how the accident occured","Douglas",0.60,60
"4185","05/19/1993","15:04","Colombia","SAM Colombia","501","Panama City - Medellin","Boeing B-727-46","HK-2422X",132.00,132.00,0.00,"The plane hit Mt. Paramo Frontino at 12,300 ft. while on approach to Maria Cordova Airport. Errors by the crew and the ATC. The aircraft descended into mountainous terrain before actually reaching the Abejorral NDB beacon. The VOR/DME had been sabotaged by terrorists and not in service.","Boeing",1.00,100
"4186","06/06/1993","Unknown time","Colombia","Aerotaca","Unknown Flight #","Bogota - El Yopal","de Havilland Canada DHC-6 Twin Otter 300","HK-2759X",2.00,2.00,0.00,"The cargo plane impacted a hill while on visual approach to El Yopal.","de",1.00,100
"4187","06/07/1993","Unknown time","Sudan","Sasco Air Lines","Unknown Flight #","Unknown Route","Cessna 404 Titan","ST-AID",11.00,11.00,0.00,"Lost the right engine on takeoff. The pilot returned to the airport and landed with the landing gear retracted. During the slide the left wing struck a rock and ruptured causing the plane to burst into flames.","Cessna",1.00,100
"4188","06/09/1993","Unknown time","Papua New Guinea","Southwest Air","Unknown Flight #","Unknown Route","Britten-Norman  BN-2A-20 Trislander","P2-SWA",11.00,9.00,0.00,"On final approach at low speed the left wing dropped and touched the ground during a stall or deliberate low left turn. The plane cartwheeled and broke up.","Britten",0.82,82
"4189","06/16/1993","Unknown time","Indonesia","Merpati Nasantara Airlines","Unknown Flight #","Unknown Route","de Havilland Canada DHC-6 Twin Otter 300","PK-NUL",3.00,1.00,0.00,"The cargo aboard shifted after takeoff, the plane nosed up, stalled and crashed.","de",0.33,33
"4190","06/17/1993","21:10","Georgia","Tajikistan Airlines","Unknown Flight #","Batumi - Baku - Chimkent","Antonov AN-26","RA-26035",40.00,40.00,0.00,"The crew reported they were diverting due to thunderstorms. Soon after the aircraft crashed after encountering severe turbulence.","Antonov",1.00,100
"4191","07/01/1993","Unknown time","Indonesia","Merpati Nusantara Airlines","Unknown Flight #","Ambo - Sorong","Fokker F-28 Fellowship 3000","PK-GFU",43.00,41.00,0.00,"The plane overran the runway while attempting to land in rain and reduced visibility and crashed onto a beach.","Fokker",0.95,95
"4192","07/06/1993","Unknown time","Georgia","Military - Georgian Air Force","Unknown Flight #","Unknown Route","Mil Mi-8","Unknown Registration",23.00,23.00,0.00,"Shot down by Abkhazi forces.","Mil",1.00,100
"4193","07/12/1993","Unknown time","Nevada","Hyannis Air Service - Air Taxi","Unknown Flight #","Unknown Route","Cessna 402C","N818AN",3.00,3.00,0.00,"The pilot told the local controller that the baggage door was open and he requested a 'go around.' the local controller told the pilot to make right traffic. Multiple witnesses saw the airplane in a nose high attitude during the initial climb after takeoff. They reported the pilot entered a right turn which continued until the airplane 'fell to the ground and hit nose first.  The pilot's failure to maintain adequate airspeed while maneuvering in the traffipattern. A factor which contributed to the accident was the pilot's failure to assure that the nose baggage compartment door was secured.","Cessna",1.00,100
"4194","07/12/1993","14:55","Alabama","Private","Unknown Flight #","Birmingham - Talladega","Helicopter, Hughes 369HS","N9116F",2.00,1.00,0.00,"The helicopter crashed while attempting to land in a confined area of the infield of the Talladega Super Speedway. The pilot of the helicopter, NASCAR race car driver Davey Allison, 30, killed. The pilot's poor in-flight decision to land downwind in a confined area that was surrounded by high obstructions, and his failure to properly compensate for the tailwind condition.","Helicopter",0.50,50
"4195","07/23/1993","15:40","China","China Northwest Airlines","2119","Yinchuan - Beijing","British Aerospace 146-300","B-2716",113.00,55.00,0.00,"The aircraft crashed into a lake after it was unable to get airborne while attempting to takeoff. Mechanical failure. Flaps selected but did not extend.","British",0.49,49
"4196","07/26/1993","15:48","South Korea","Asiana Airlines","733","Seoul - Mokpo","Boeing B-737-5L9","HL-7229",110.00,68.00,0.00,"The aircraft hit Mt. Ungeo at 800 ft. while on approach after two missed landing attempts in high winds and heavy rain. Captain's decision to land in weather that had fallen below minima.","Boeing",0.62,62
"4197","07/30/1993","Unknown time","Malaysia","Hornbill Airways","Unknown Flight #","Ba Kelalan - Marudi","Shorts SC-7 Skyvan 3-100","9M-AXM",17.00,1.00,0.00,"The aircraft ran low of fuel while en route and crashed during the subsequent attempted forced landing on open ground in the jungle. The aircraft strayed off course after encountering poor weather conditions.","Shorts",0.06,6
